bookID,Title,Category,Author,Average_Rating,ISBN13,Num_Pages,Ratings_Count,Publication_Year,Publisher
22284,Diary,Fiction,Chuck Palahniuk,3.61,9781400032815,262,65139,2004,Anchor
22285,Rant,Fiction,Chuck Palahniuk,3.81,9780385517874,320,55592,2007,Doubleday Books
22287,Choke,Alzheimer's disease,Chuck Palahniuk,3.7,9780099422686,293,1557,2002,Vintage
22288,Haunted,Fiction,Chuck Palahniuk,3.59,9781400032822,419,78280,2006,Anchor
22289,Fugitives and Refugees: A Walk in Portland  Oregon,History,Chuck Palahniuk,3.51,9781400047833,176,8460,2003,Crown Journeys/Crown Publishers/Crown Publishing Group/Random House
22293,Nonfiction,Curiosities and wonders,Chuck Palahniuk,3.57,9780224063029,233,213,2004,Jonathan Cape
22296,Haunted,Artists,Chuck Palahniuk,3.59,9780224064453,416,173,2005,Jonathan Cape
22304,Life After God,"Civilization, Western, in literature",Douglas Coupland,3.79,9780743231510,291,9882,2002,Simon & Schuster
22307,Terry: Terry Fox and His Marathon of Hope,Biography & Autobiography,Douglas Coupland,4.34,9781553651529,176,256,2005,Douglas & McIntyre
22311,All Families Are Psychotic,Dysfunctional families,Douglas Coupland,3.67,9780007117536,279,361,2002,Harper Perennial
22312,Shampoo Planet,Fiction,Douglas Coupland,3.5,9780743231534,282,8283,2008,Scribner Book Company
22321,All Tomorrow's Parties (Bridge  #3),Fiction,William Gibson,3.91,9780425190449,339,13020,2003,Berkley Books
22322,Spook Country (Blue Ant  #2),Fiction,William Gibson,3.69,9780399154300,371,16342,2007,Putnam Adult
22325,Idoru (Bridge #2),Fiction,William Gibson,3.8,9780425190456,308,17632,2003,Berkley Trade
22326,Virtual Light (Bridge  #1),Fiction,William Gibson,3.85,9780140157727,304,18228,1996,Penguin Books Ltd
22399,Invisible,Juvenile Fiction,Pete Hautman,3.84,9780689869037,160,2311,2006,Simon Pulse
22434,The Fabric of the Cosmos: Space  Time and the Texture of Reality,Science,Brian Greene,4.11,9780141011110,592,340,2005,Penguin
22443,Underground! The Disinformation Guide to Ancient Civilizations  Astonishing Archaeology and Hidden History,Education,Preston Peet,3.84,9781932857191,343,157,2005,Disinformation Company
22445,Under the Influence: The Disinformation Guide to Drugs,History,Preston Peet,3.64,9781932857009,312,58,2004,The Disinformation Company (NYC)
22448,You are Being Lied To: The Disinformation Guide to Media Distortion  Historical Whitewashes  and Cultural Myths,Language Arts & Disciplines,Russ Kick,3.87,9780966410075,399,1010,2001,Disinformation Company
22463,The Origin of Species,Science,Charles Darwin,3.98,9780785819110,703,78431,2004,Castle Books
22470,The Origin of Satan: How Christians Demonized Jews  Pagans and Heretics,Religion,Elaine Pagels,3.9,9780679731184,240,5729,1996,Vintage
22472,Discourse on the Origin of Inequality,Philosophy,Jean-Jacques Rousseau,3.82,9780486434148,73,9975,2004,Dover Publications
22473,On the Origins of War and the Preservation of Peace,History,Donald Kagan,4.01,9780385423755,573,520,1996,Anchor
22474,The Origins of Totalitarianism,Philosophy,Hannah Arendt,4.28,9780805242256,674,77,2004,Schocken Books
22478,The Origin of Consciousness in the Breakdown of the Bicameral Mind,Science,Julian Jaynes,4.25,9780618057078,491,3473,2000,Mariner Books
22485,Smithsonian Intimate Guide to Human Origins,Social Science,Carl Zimmer,4.02,9780061196676,176,173,2007,Harper Perennial
22489,"African Origins of the Major ""Western Religions""",Religion,Yosef A.A. Ben-Jochannan,4.54,9780933121294,363,129,1991,Black Classic Press
22493,The Origins of the Civil Rights Movements: Black Communities Organizing for Change,History,Aldon D. Morris,4.05,9780029221303,368,151,1986,Free Press
22499,Country of Origin,Fiction,Don  Lee,3.47,9780393327069,320,317,2005,W. W. Norton  Company
22508,The Making of a Philosopher: My Journey Through Twentieth-Century Philosophy,Philosophy,Colin McGinn,3.65,9780060957605,256,226,2003,Harper Perennial
22515,The Gospel According to the Beatles,Music,Steve Turner,3.77,9780664229832,254,126,2006,Westminster John Knox Press
22538,JPod,Fiction,Douglas Coupland,3.69,9781596911048,448,617,2006,Bloomsbury
22539,Hairstyles of the Damned,Fiction,Joe Meno,3.72,9781888451702,270,5298,2004,Akashic Books/Punk Planet Books
22542,Merlin's Tour of the Universe,Science,Neil deGrasse Tyson,4.02,9780385488358,318,305,1997,Main Street Books
22543,Death by Black Hole: And Other Cosmic Quandaries,Science,Neil deGrasse Tyson,4.1,9780393062243,384,9837,2007,W. W. Norton  Company
22549,The Dark Tower (The Dark Tower #7),Fantasy fiction,Stephen King,4.28,9780340827215,686,362,2004,Hodder & Stoughton
22550,The Gunslinger,Fiction,Stephen King,3.96,9780670032549,231,2309,2003,Viking
22554,Gunslinger,Fiction,Ed Dorn,4.11,9780822309321,224,247,1989,Duke University Press Books
22557,Wasteland of Flint,Fiction,Thomas Harlan,3.79,9780765341136,512,291,2004,Tor Books
22575,Sit  Walk  Stand,Religion,Watchman Nee,4.42,9780842358934,80,2663,1977,Tyndale House Publishers
22576,Prayers for the Assassin (Assassin Trilogy #1),Fiction,Robert Ferrigno,3.76,9781416507680,458,791,2006,Pocket Star Books
22580,Voices From the Street,Fiction,Philip K. Dick,3.29,9780765316929,301,698,2007,Tor Books
22584,Flow My Tears  the Policeman Said,Identity (Psychology),Philip K. Dick,3.91,9781857983418,204,26767,2001,Gollancz
22586,The Crack in Space,Fiction,Philip K. Dick,3.46,9781400030064,188,1878,2005,Vintage
22595,Vulcan's Hammer,Fiction,Philip K. Dick,3.52,9781400030125,165,1561,2004,Vintage
22602,Carly's Sound,Fiction,Ali Vali,4.21,9781933110455,212,454,2006,Bold Strokes Books
22623,Existentialism and Human Emotions,Philosophy,Jean-Paul Sartre,3.84,9780806509020,96,4190,2000,Citadel
22626,From Socrates to Sartre: The Philosophic Quest,Philosophy,T.Z. Lavine,3.94,9780553251616,426,932,1985,Bantam
22633,The Trial of Queen Caroline: The Scandalous Affair that Nearly Ended a Monarchy,Biography & Autobiography,Jane Robins,3.39,9780743255905,384,52,2006,Free Press
22649,Bookends,Fiction,Jane Green,3.72,9780767907811,368,37153,2003,Broadway Books
22656,Jemima J.: For those who love Faking Friends and My Sweet Revenge by Jane Fallon,Fiction,Jane Green,3.65,9780140276909,450,683,1998,Penguin Books
22669,Open House,Fiction,Elizabeth Berg,3.7,9780613997638,0,0,2001,Turtleback Books
22677,Feeling Better  Getting Better  Staying Better: Profound Self-Help Therapy for Your Emotions,Self-Help,Albert Ellis,3.76,9781886230354,272,51,2001,Impact
22680,American Sphinx: The Character of Thomas Jefferson,Biography & Autobiography,Joseph J. Ellis,3.92,9780679764410,440,20178,1998,Vintage
22681,Line Of Vision,Fiction,David Ellis,3.81,9780425183762,448,609,2002,G.P. Putnam's Sons
22686,The Other Woman,Fiction,Jane Green,3.7,9780452287143,389,29112,2006,Berkley
22687,No Other Woman (No Other  #2),Fiction,Shannon Drake,3.78,9780380781362,391,299,1996,Avon Books
22690,The Other Woman (Dundee  Idaho  #7),Fiction,Brenda Novak,4.11,9780373713448,299,560,2006,Harlequin Special Releases
22691,The Other Woman,Fiction,Ann  O'Leary,3.64,9781562802349,213,77,1999,Naiad Press
22697,Sins of a Shaker Summer (Sister Rose Callahan  #3),Fiction,Deborah Woodworth,3.52,9780380792047,272,58,1999,Avon
22715,InuYasha Ani-Manga  Vol. 1 (Inuyasha Ani-Manga  #1),Comics & Graphic Novels,Rumiko Takahashi,4.36,9781591162025,206,5862,2004,VIZ Media LLC
22718,Pusteblume,Female friendship,Marian Keyes,3.81,9783453189348,560,59,2001,Heyne
22724,¿Quién te lo ha contado?,Fiction,Marian Keyes,3.79,9788497936736,648,169,2005,DeBolsillo
22725,Une vie de rêve,English fiction,Marian Keyes,3.69,9782714438133,593,11,2005,Pocket
22726,Por los pelos,Fiction,Marian Keyes,3.81,9781400002214,592,34,2002,Plaza y Janes
22727,Under the Duvet,Fiction,Marian Keyes,3.52,9780141007472,304,401,2009,Penguin UK
22733,Rachel se va de viaje (La familia Walsh  #2),Fiction,Marian Keyes,3.95,9788497599177,595,204,2003,DeBolsillo
22743,Rachel se va de viaje (La familia Walsh  #2),Fiction,Marian Keyes,3.95,9788401329548,594,7,2003,DeBolsillo
22763,Open House,Divorced women,Elizabeth Berg,3.7,9780099461265,314,61,2003,Arrow Books
22774,Slightly Settled (Slightly  #2),Fiction,Wendy Markham,3.68,9780373250479,312,4756,2004,Red Dress Ink
22784,犬夜叉 8,"Fantasy comic books, strips, etc",Rumiko Takahashi,4.26,9784091252081,192,16,1998,小学館
22786,犬夜叉 7,"Fantasy comic books, strips, etc",Rumiko Takahashi,4.27,9784091252074,192,15,1998,小学館
22789,犬夜叉 24,"Fantasy comic books, strips, etc",Rumiko Takahashi,4.26,9784091256447,192,11,2001,小学館
22799,犬夜叉 28,"Fantasy comic books, strips, etc",Rumiko Takahashi,4.29,9784091256485,192,12,2002,小学館
22801,犬夜叉 4,"Fantasy comic books, strips, etc",Rumiko Takahashi,4.29,9784091252043,192,15,1997,小学館
22802,犬夜叉 22,"Fantasy comic books, strips, etc",Rumiko Takahashi,4.25,9784091256423,192,13,2001,小学館
22803,犬夜叉 26,"Fantasy comic books, strips, etc",Rumiko Takahashi,4.28,9784091256461,192,11,2002,小学館
22804,犬夜叉 12,"Fantasy comic books, strips, etc",Rumiko Takahashi,4.25,9784091255822,192,13,1999,小学館
22805,犬夜叉 17,"Fantasy comic books, strips, etc",Rumiko Takahashi,4.25,9784091255877,192,14,2000,小学館
22807,犬夜叉 14,"Fantasy comic books, strips, etc",Rumiko Takahashi,4.3,9784091255846,192,13,2000,小学館
22816,犬夜叉 10,"Fantasy comic books, strips, etc",Rumiko Takahashi,4.28,9784091252104,192,15,1999,小学館
22817,犬夜叉 1,"Comic books, strips, etc",Rumiko Takahashi,4.27,9784091252012,192,41,1997,小学館
22820,犬夜叉  27,"Fantasy comic books, strips, etc",Rumiko Takahashi,4.28,9784091256478,192,12,2002,小学館
22821,The Return of Lum  Volume 3: Sweet Revenge (Urusei Yatsura  #4),Comics & Graphic Novels,Rumiko Takahashi,3.97,9781569311936,216,32,1997,Viz Media
22822,The Return of Lum  Volume 5: Feudal Furor (Urusei Yatsura  #6),Comics & Graphic Novels,Rumiko Takahashi,4.04,9781569312100,200,27,1997,Viz Media
22826,Lamu: Urusei Yatsura  3,Comics & Graphic Novels,Rumiko Takahashi,4.08,9788484497288,416,38,2005,Glénat
22831,The Return of Lum  Volume 1: Urusei Yatsura (Urusei Yatsura  #2),Comics & Graphic Novels,Rumiko Takahashi,4.11,9781569310359,208,72,1995,Viz Media
22832,Lum: Urusei Yatsura. Perfect Collection (Urusei Yatsura  #1),Comics & Graphic Novels,Rumiko Takahashi,3.97,9781569310199,400,131,1997,Viz Media
22835,Ranma 1/2  Vol. 12 (Ranma ½ (US 2nd)  #12),Comics & Graphic Novels,Rumiko Takahashi,4.11,9781591162865,200,1102,2004,VIZ Media LLC
22861,Your and My Secret  Vol. 1,Juvenile Fiction,Ai Morinaga,3.54,9781413901436,174,406,2004,ADV Manga
22867,A Man Rides Through (Mordant's Need  #2),Fiction,Stephen R. Donaldson,4.02,9780345459848,672,11246,2003,Del Rey
22868,The One Tree (The Second Chronicles of Thomas Covenant  #2),American fiction,Stephen R. Donaldson,3.98,9780006163831,479,174,1996,Fontana
22871,The Gap Into Madness: Chaos and Order (Gap  #4),Fiction,Stephen R. Donaldson,4.15,9780553071795,617,4544,1994,Spectra
22874,The Gap Into Vision: Forbidden Knowledge (Gap  #2),Fiction,Stephen R. Donaldson,3.99,9780553297607,480,5020,2010,Bantam
22875,The One Tree (The Second Chronicles of Thomas Covenant  #2),Fiction,Stephen R. Donaldson,3.98,9780345418470,496,15389,1997,Del Rey
22877,The Gap Into Power: A Dark and Hungry God Arises (Gap  #3),Fiction,Stephen R. Donaldson,4.08,9780553562606,518,5460,2009,Spectra
22883,Pretty Face  Vol. 1,Comics & Graphic Novels,Yasuhiro Kano,3.83,9781421513683,192,494,2007,VIZ Media LLC
22888,Just Another Pretty Face (Hollywood Dynasty  #2),Fiction,Candace Schuler,3.89,9780373255597,215,17,1993,Harlequin Temptation
22892,The Foretelling,Juvenile Fiction,Alice Hoffman,3.84,9780316154093,182,2646,2006,Little  Brown Books for Young Readers
22893,Incantation,Juvenile Fiction,Alice Hoffman,3.88,9780316010191,166,5653,2006,Little  Brown Books for Young Readers
22896,Practical Magic (Practical Magic #1),Fiction,Alice Hoffman,3.78,9780425190371,286,54261,2003,Penguin
22898,The Probable Future,Fiction,Alice Hoffman,3.83,9780345455918,352,11910,2004,Ballantine Books
22931,Beyond Innocence (Beyond Duet  #1),Fiction,Emma Holly,3.62,9780515130997,295,1421,2001,Jove
22945,Dance Down the Stars (Duel of Sorcery: Dancer  #3),Fiction,Jo Clayton,3.74,9780886776176,368,35,1994,DAW
22947,Drum Calls (Drums of Chaos  #2),Fiction,Jo Clayton,3.72,9780812551235,341,29,1998,Tor Books
22948,Fire in the Sky (Diadem: Shadowsong  #1),Fiction,Jo Clayton,3.87,9780886776503,352,63,1995,DAW
22950,Quester's Endgame,Fiction,Jo Clayton,3.98,9780886771386,372,159,1986,DAW
23000,Operation Wandering Soul,Fiction,Richard Powers,3.61,9780060976118,352,379,2002,Harper Perennial
23001,Galatea 2.2,Fiction,Richard Powers,3.72,9780312423131,329,2155,2004,Picador
23002,Three Farmers on Their Way to a Dance,Fiction,Richard Powers,3.82,9780060975098,352,742,1994,Harper Perennial
23003,Christian Theology: An Introduction,Religion,Alister E. McGrath,4.04,9781405153607,534,1178,2006,Blackwell Publishers
23007,The Time of Our Singing,African American women singers,Richard Powers,4.25,9780099453833,631,1836,2004,Vintage
23009,The Christian Theology Reader,Religion,Alister E. McGrath,4.17,9781405153584,744,244,2006,Blackwell Publishers
23010,Prisoner's Dilemma,Fiction,Richard Powers,3.87,9780060977085,352,543,2002,Harper Perennial
23011,In the Beginning: The Story of the King James Bible and How it Changed a Nation  a Language  and a Culture,Religion,Alister E. McGrath,3.97,9780385722162,354,515,2002,Anchor
23013,Gain,Fiction,Richard Powers,3.77,9780099284468,355,710,2001,Vintage
23017,Presidential Power and the Modern Presidents: The Politics of Leadership from Roosevelt to Reagan,History,Richard E. Neustadt,3.77,9780029227961,384,293,1991,Free Press
23022,The Grotesque,Fiction,Patrick McGrath,3.62,9780679776215,178,815,1997,Vintage
23023,Port Mungo,Fiction,Patrick McGrath,3.32,9781400075485,242,412,2005,Vintage
23036,Experience,"Amis, Kingsley",Martin Amis,3.96,9780099285823,401,71,2001,Vintage
23037,Heavy Water and Other Stories,Fiction,Martin Amis,3.39,9780375701153,208,1071,2000,Vintage
23042,Visiting Mrs Nabokov and Other Excursions,English essays,Martin Amis,3.7,9780099461876,288,545,2005,Vintage
23045,Intimacy And Other Stories,Fathers and sons,Hanif Kureishi,3.58,9780571212002,205,46,2001,Faber and Faber
23046,The Buddha of Suburbia,Fiction,Hanif Kureishi,3.73,9780571200436,284,384,2000,Faber and Faber
23114,Os libros arden mal,Fiction,Manuel Rivas,3.36,9788497824613,741,36,2006,Edicións Xerais de Galicia  S.A.
23194,My Story as told by Water: Confessions  Druidic Rants  Reflections  Bird-watchings  Fish-stalkings  Visions  Songs and Prayers Refracting Light  from Living Rivers  in the Age of the Industrial Dark,Nature,David James Duncan,4.1,9781578050499,304,679,2001,Sierra Club Books
23201,Pilgrims and Other Stories,United States,Elizabeth Gilbert,3.13,9780330351744,288,1411,1998,Picador
23202,The Last American Man,Nature,Elizabeth Gilbert,3.81,9780142002834,271,7966,2003,Riverhead Books
23203,Pilgrims Pa,Fiction,Elizabeth Gilbert,3.13,9780395924853,224,10,1998,Mariner Books
23204,Stern Men,Fiction,Elizabeth Gilbert,3.41,9780618127337,304,4308,2001,Mariner Books
23217,Size 14 Is Not Fat Either (Heather Wells  #2),Fiction,Meg Cabot,3.83,9780060525125,344,27424,2006,William Morrow Paperbacks
23219,Queen of Babble (Queen of Babble  #1),Fiction,Meg Cabot,3.69,9780060851989,309,60787,2006,William Morrow
23220,Size 12 Is Not Fat (Heather Wells  #1),Fiction,Meg Cabot,3.74,9780060525118,345,75856,2005,William Morrow Paperbacks
23221,How to Be Popular,Juvenile Fiction,Meg Cabot,3.55,9780060880125,288,19363,2006,HarperTempest
23222,Valentine Princess (The Princess Diaries  #7.75),Juvenile Fiction,Meg Cabot,3.67,9780060847180,96,9517,2006,HarperTeen
23224,Darkest Hour (The Mediator  #4),Juvenile Fiction,Meg Cabot,4.17,9780060725143,316,30471,2004,HarperCollins
23226,She Went All the Way,Fiction,Meg Cabot,3.7,9780060085445,357,12470,2002,Avon
23227,Are We There Yet?,Juvenile Fiction,David Levithan,3.49,9780375828461,215,3089,2005,Alfred A. Knopf
23228,Boy Meets Boy,Juvenile Fiction,David Levithan,3.84,9780375832994,185,59799,2005,Alfred A. Knopf
23232,The Realm of Possibility,Juvenile Fiction,David Levithan,3.93,9780375836572,210,14625,2006,Ember
23233,Ten Things I Hate about You,Dating (Social customs),David Levithan,4.11,9780439087308,170,1435,1999,Scholastic
23235,Where We Are  What We See: The Best Young Writers and Artists in America,Juvenile Nonfiction,David Levithan,3.76,9780439736466,288,41,2005,Push
23236,Aphrodite's Passion (Superhero Central #2),Fiction,Julie Kenner,3.62,9780505524744,352,534,2002,Love Spell
23237,The Manolo Matrix (Codebreaker Trilogy #2),Fiction,Julie Kenner,3.62,9780743496148,352,651,2006,Downtown Press
23238,The Cat's Fancy,Fiction,Julie Kenner,3.57,9780505523976,391,244,2000,Love Spell
23239,Demons Are Forever (Demon-Hunting Soccer Mom  #3),Fiction,Julie Kenner,3.89,9780425215388,292,2368,2007,Berkley Publishing Group
23240,Aphrodite's Secret (Superhero Central #3),Fiction,Julie Kenner,3.7,9780505525093,369,410,2003,Love Spell
23242,The Good Ghouls' Guide to Getting Even (Beth Frasier #1),Juvenile Fiction,Julie Kenner,3.59,9780425213919,256,901,2007,Berkley Trade
23243,Aphrodite's Flame (Superhero Central #4),Fiction,Julie Kenner,3.67,9780505525758,338,385,2004,Love Spell
23244,Carpe Demon (Demon-Hunting Soccer Mom  #1),Fiction,Julie Kenner,3.64,9780515142211,320,4811,2006,Jove
23249,Perfect Circle,Fiction,Sean Stewart,3.8,9781931520119,243,679,2004,Small Beer Press
23261,The Story of Philosophy: A Concise Introduction to the World's Greatest Thinkers and Their Ideas,Philosophy,Bryan Magee,4.14,9780751333329,240,518,2005,DK Publishing (Dorling Kindersley)
23276,Taxation of Mineral Rents,Language Arts & Disciplines,Ross Garnaut,5.0,9780198284543,350,1,1983,Oxford University Press  USA
23303,Ulysses S. Grant: The Unlikely Hero,Biography & Autobiography,Michael Korda,3.87,9780060590154,176,432,2004,Eminent Lives
23310,Allusions in Ulysses: An Annotated List,Literary Criticism,Weldon Thornton,4.04,9780807840894,563,22,1982,University of North Carolina Press
23314,Ulysses Found,History,Ernle Bradford,4.07,9780750937252,238,38,2005,History Press Ltd
23315,The Scandal of Ulysses: The Life And Afterlife of a Twentieth Century Masterpiece,Literary Criticism,Bruce Arnold,3.82,9781904148456,346,12,2005,The Liffey Press
23316,Round Ireland with a Fridge,Travel,Tony Hawks,3.79,9780312274924,248,15191,2001,Thomas Dunne Books
23318,Discovery of the Presence of God: Devotional Nonduality,"Body, Mind & Spirit",David R. Hawkins,4.61,9780971500761,296,186,2007,Veritas Publishing
23319,Transcending the Levels of Consciousness: The Stairway to Enlightenment,Religion,David R. Hawkins,4.51,9780971500747,407,461,2006,Veritas Publishing
23322,The Eye of the I: From Which Nothing is Hidden,"Body, Mind & Spirit",David R. Hawkins,4.38,9780964326194,432,752,2001,Veritas Publishing
23336,J.D. Salinger's Catcher in the Rye (Modern Critical Interpretations),Juvenile Nonfiction,Harold Bloom,3.58,9780791056646,176,18,2000,Chelsea House Publications
23352,Lord of the Flies,Fiction,William Golding,3.68,9780812416114,208,479,1959,Perfection Learning
23377,Where Is Baby's Mommy? (A Lift-the-Flap Book),Juvenile Nonfiction,Karen Katz,4.15,9780689835612,14,434,2001,Little Simon
23378,Counting Christmas,Juvenile Fiction,Karen Katz,3.53,9780689849251,32,154,2003,Margaret K. McElderry Books
23391,Running from the Deity (Pip & Flinx #11),Fiction,Alan Dean Foster,3.81,9780345461612,280,1045,2006,Del Rey Books
23392,Lost and Found,Fiction,Alan Dean Foster,3.68,9780345461278,256,722,2005,Del Rey Books
23393,Reunion (Pip & Flinx #8),Fiction,Alan Dean Foster,3.87,9780345418685,352,1366,2002,Del Rey
23398,The Dig,Interplanetary voyages,Alan Dean Foster,3.4,9780727852663,336,2,1998,Severn House Publishers
23418,The Architecture of Happiness,Architecture,Alain de Botton,3.86,9780375424434,280,7101,2006,Pantheon Books
23419,The Consolations of Philosophy,Philosophy,Alain de Botton,4.01,9780679779179,265,13499,2001,Vintage
23420,How Proust Can Change Your Life,Fiction,Alain de Botton,3.76,9780679779155,208,10270,1998,Vintage
23421,Kiss & Tell,Fiction,Alain de Botton,3.56,9780312155612,258,828,1997,Picador
23423,The Consolations of Philosophy,Philosophy,Alain de Botton,4.01,9780140276619,272,763,2001,Penguin
23425,Status Anxiety,Philosophy,Alain de Botton,3.91,9780375725357,306,7957,2005,Vintage
23426,On Love,Fiction,Alain de Botton,3.98,9780802142405,194,11297,2006,Grove Press
23438,Miracle at St. Anna,Fiction,James   McBride,3.74,9781573229715,336,2141,2003,Riverhead Books
23460,Dragon's Treasure,Fiction,Elizabeth A. Lynn,3.54,9780441012596,336,170,2005,Ace
23461,Watchtower (Chronicles of Tornor  #1),Fiction,Elizabeth A. Lynn,3.57,9780743498098,224,646,2004,iBooks
23468,Letters to a Young Artist,Business & Economics,Anna Deavere Smith,4.02,9781400032389,240,543,2006,Anchor
23503,The Alchemist's Daughter,Fiction,Katharine McMahon,3.25,9780307335852,346,3565,2006,Broadway Books
23515,Astronomy For Dummies,Science,Stephen P. Maran,3.84,9780764584657,318,285,2005,Wiley Publishing  Inc.
23516,Astronomy: A Self-Teaching Guide,Science,Dinah L. Moché,3.89,9780471265184,343,113,2004,John Wiley & Sons
23518,Bad Astronomy,Science,Philip Plait,4.04,9780471409762,277,5247,2002,Wiley
23520,The Complete World of Greek Mythology,History,Richard Buxton,4.24,9780500251218,256,1598,2004,Thames & Hudson
23521,Mythology: Timeless Tales of Gods and Heroes,Mythology,Edith Hamilton,4.0,9780446607254,330,1747,1999,Warner
23525,Norse Mythology: A Guide to the Gods  Heroes  Rituals  and Beliefs,Fiction,John Lindow,4.11,9780195153828,365,1107,2002,Oxford University Press  USA
23526,Classic Myths to Read Aloud: The Great Stories of Greek and Roman Mythology  Specially Arranged for Children Five and Up by an Educational Expert,Fiction,William F. Russell,4.12,9780517588376,272,249,1992,Broadway Books
23533,Snapshots From Hell: The Making Of An MBA,Business & Economics,Peter M. Robinson,3.7,9781857880786,296,582,2005,Nicholas Brealey
23545,Watchmen on the Walls,History,Hannah Hurnard,4.02,9780805413991,184,39,1998,B&H Publishing Group
23549,The Journal of Scott Pendleton Collins: A World War 2 Soldier,Juvenile Nonfiction,Walter Dean Myers,3.96,9780439050135,140,1132,1999,Scholastic Inc.
23576,The Truth with Jokes,Humor,Al Franken,3.86,9780452287679,386,7469,2006,Plume Books
23577,Lies & the Lying Liars Who Tell Them: A Fair & Balanced Look at the Right,Humor,Al Franken,3.81,9780452285217,421,25235,2004,Plume Books
23603,Tales from the Perilous Realm,"Fairy tales, English",J.R.R. Tolkien,4.08,9780007149124,178,3242,2002,HarperCollins Publishers
23608,Tolkien: Man and Myth: A Literary Life,Biography & Autobiography,Joseph Pearce,4.05,9780898708257,256,467,2001,Ignatius Press
23685,Ranma 1/2  Vol. 36 (Ranma ½ (US 2nd)  #36),Comics & Graphic Novels,Rumiko Takahashi,4.14,9781421505077,182,863,2006,Viz Media
23686,Ranma ½  Vol. 1 (Ranma ½ (US 2nd)  #1),Comics & Graphic Novels,Rumiko Takahashi,4.15,9781569319628,304,29058,2003,VIZ Media LLC
23689,Ranma 1/2  Vol. 35 (Ranma ½ (US 2nd)  #35),Comics & Graphic Novels,Rumiko Takahashi,4.1,9781421505060,208,752,2006,VIZ Media LLC
23692,Ranma 1/2  Vol. 34 (Ranma ½ (US 2nd)  #34),Comics & Graphic Novels,Rumiko Takahashi,4.08,9781421505053,182,782,2006,Viz Media
23697,Mermaid Saga  Vol. 2,Comics & Graphic Novels,Rumiko Takahashi,4.05,9781591164845,208,92,2004,VIZ Media LLC
23700,The Mermaids Singing,Fiction,Lisa Carey,3.77,9780380815593,288,1859,2001,William Morrow Paperbacks
23703,Maison Ikkoku  Volume 15 (Maison Ikkoku  #15),Comics & Graphic Novels,Rumiko Takahashi,4.36,9781421502793,208,257,2006,VIZ Media LLC
23704,Maison Ikkoku  Volume 14 (Maison Ikkoku  #14),Comics & Graphic Novels,Rumiko Takahashi,4.3,9781421501420,240,245,2005,VIZ Media LLC
23706,Maison Ikkoku  Volume 12 (Maison Ikkoku  #12),Comics & Graphic Novels,Rumiko Takahashi,4.27,9781591168690,323,250,2005,VIZ Media LLC
23707,Maison Ikkoku  Volume 5 (Maison Ikkoku  #5),Comics & Graphic Novels,Rumiko Takahashi,4.22,9781591163190,208,300,2004,Viz Media
23708,Maison Ikkoku  Volume 6 (Maison Ikkoku  #6),Comics & Graphic Novels,Rumiko Takahashi,4.19,9781591164227,208,291,2004,Viz Media
23709,Maison Ikkoku  Volume 11 (Maison Ikkoku  #11),Comics & Graphic Novels,Rumiko Takahashi,4.28,9781591168041,232,252,2005,VIZ Media LLC
23710,Maison Ikkoku  Volume 9 (Maison Ikkoku  #9),Comics & Graphic Novels,Rumiko Takahashi,4.19,9781591166177,232,272,2005,VIZ Media LLC
23717,Rumic World Trilogy  Volume 3 (Rumic World Trilogy  #3),Juvenile Fiction,Rumiko Takahashi,3.88,9781569312063,192,69,1997,Viz Media
23751,Homer's Daughter,Fiction,Robert Graves,3.81,9780897330596,283,416,2005,Academy Chicago Publishers
23758,The Nightmare Years: 1930-40 (20th Century Journey  #2),History,William L. Shirer,4.24,9781841581224,654,844,2008,Birlinn
23763,The Collapse of the Third Republic,History,William L. Shirer,4.21,9780306805622,1082,531,1994,Da Capo Press
23774,Something Borrowed (Darcy & Rachel  #1),Fiction,Emily Giffin,3.85,9780312321192,322,24522,2005,St. Martin's Griffin
23799,The Dark Descent  Vol 1: The Color of Evil,"Horror tales, English",David G. Hartwell,4.12,9780246136671,304,2,1990,Grafton
23801,Bargaining for Advantage: Negotiation Strategies for Reasonable People,Business & Economics,G. Richard Shell,3.95,9780143036975,320,4560,2006,Penguin Books
23809,The Silence of the Lambs and Red Dragon,Adventure stories,Thomas  Harris,4.48,9781850522317,534,293,1991,Peerage Books
23811,The Silence of the Lambs,Performing Arts,Yvonne Tasker,4.27,9780851708713,96,510,2002,British Film Institute
23814,King Solomon's Mines (Allan Quatermain  #1),Fiction,H. Rider Haggard,3.8,9780812966299,264,34623,2002,Modern Library
23816,Mine  All Mine!: A Book About Pronouns,Juvenile Nonfiction,Ruth Heller,4.09,9780698117976,48,117,1999,Puffin Books
23824,Speaks the Nightbird (Matthew Corbett  #1),Fiction,Robert R. McCammon,4.13,9781880216620,726,145,2002,River City Publishing
23827,The Bishop's Boys: A Life of Wilbur and Orville Wright,Biography & Autobiography,Tom D. Crouch,4.17,9780393306958,608,143,2003,W. W. Norton  Company
23840,The Attraction,Fiction,Douglas Clegg,3.62,9780843954111,324,386,2006,Leisure Books
23841,Nightmare House (Harrow House  #1),Fiction,Douglas Clegg,3.36,9780843951776,340,971,2004,Leisure Books
23843,The Abandoned (Harrow House  #4),Fiction,Douglas Clegg,3.45,9780843954104,370,229,2005,Leisure Books
23845,The Nightmare Chronicles,Fiction,Douglas Clegg,3.75,9780843945805,360,409,1999,Leisure Books
